strain1,strain2,chr_num,start,end
CX11276,JU782,1,3414274,5252957
CX11276,LKC34,1,3130166,5252957
CX11285,JU774,1,3130166,5252957
CX11315,JU751,1,3777781,5252957
CX11315,JU774,1,3414274,5252957
CX11315,JU782,1,3414274,5252957
CX11315,LKC34,1,3414274,5252957
DL200,JU774,1,2858470,5252957
DL226,JU774,1,3130166,5252957
ED3012,JU751,1,3777781,5252957
ED3012,JU774,1,3130166,5252957
ED3012,JU782,1,3414274,5252957
ED3012,LKC34,1,3130166,5252957
ED3017,JU774,1,3414274,5252957
ED3046,JU774,1,3130166,5252957
ED3048,JU774,1,3130166,5252957
ED3049,JU774,1,3130166,5252957
ED3052,JU774,1,3130166,5252957
ED3073,JU774,1,3414274,5252957
ED3077,JU774,1,3130166,5252957
EG4347,JU774,1,3130166,5252957
EG4349,JU774,1,3414274,5252957
EG4724,JU774,1,3130166,5252957
JT11398,JU774,1,3130166,5252957
JU1200,JU774,1,3130166,5252957
JU1213,JU751,1,3777781,5252957
JU1213,JU774,1,3130166,5252957
JU1213,JU782,1,3414274,5252957
JU1213,LKC34,1,3130166,5252957
JU1242,JU774,1,3130166,5252957
JU1395,JU774,1,3130166,5252957
JU1409,JU774,1,3130166,5252957
JU1440,JU751,1,3777781,5252957
JU1440,JU774,1,2858470,5252957
JU1440,JU782,1,3414274,5252957
JU1440,LKC34,1,3130166,5252957
JU1491,JU751,1,3777781,5252957
JU1491,JU774,1,2858470,5252957
JU1491,JU782,1,3777781,5252957
JU1491,LKC34,1,3130166,5252957
JU1530,JU774,1,3130166,5252957
JU1586,JU774,1,3130166,5252957
JU1652,JU774,1,3777781,5252957
JU323,JU751,1,3777781,5252957
JU323,JU774,1,3130166,5252957
JU323,JU782,1,3414274,5252957
JU323,LKC34,1,1431771,5252957
JU360,JU774,1,3777781,5252957
JU363,JU774,1,3777781,5252957
JU367,JU751,1,3777781,5252957
JU367,JU782,1,3414274,5252957
JU367,LKC34,1,3130166,5252957
JU393,JU774,1,3414274,5252957
JU394,JU774,1,3130166,5252957
JU397,JU774,1,3130166,5252957
JU406,JU774,1,3130166,5252957
JU440,JU774,1,3130166,5252957
JU561,JU774,1,3130166,5252957
JU775,JU751,1,3777781,5252957
JU830,JU751,1,3777781,5252957
MY10,JU751,1,3777781,5252957
JU751,JU774,1,3777781,5252957
JU751,JU782,1,3777781,5252957
JU751,LKC34,1,3777781,5252957
JU792,JU774,1,3130166,5252957
JU775,JU774,1,3130166,5252957
JU847,JU774,1,3130166,5252957
LSJ1,JU774,1,3130166,5252957
MY10,JU774,1,3777781,5252957
PX179,JU774,1,3130166,5252957
JU774,JU778,1,2858470,5252957
JU774,JU782,1,3414274,5252957
JU774,KR314,1,3130166,5252957
JU774,LKC34,1,3130166,5252957
JU774,PB303,1,3414274,5252957
JU775,LKC34,1,3130166,5252957
JU830,JU782,1,3777781,5252957
MY10,JU782,1,3777781,5252957
JU782,LKC34,1,3414274,5252957
MY10,LKC34,1,3777781,5252957
CX11262,AB1,1,3130166,5730181
MY23,AB1,1,2858470,5730181
JU830,AB1,1,3130166,5730181
AB1,DL226,1,3130166,5730181
AB1,JU1088,1,2858470,5730181
AB1,JU1400,1,3414274,5730181
AB1,JU1530,1,3130166,5730181
AB1,JU440,1,3130166,5730181
AB1,LKC34,1,2858470,5730181
AB1,MY1,1,2858470,5730181
AB1,PS2025,1,3130166,5730181
CB4851,CX11262,1,3130166,5730181
CB4851,LKC34,1,3130166,5730181
CB4851,PS2025,1,3130166,5730181
CB4852,JU830,1,3130166,5730181
CX11262,CB4854,1,3414274,5730181
JU830,CB4854,1,3777781,5730181
CB4854,JU1088,1,3777781,5730181
CB4854,JU1400,1,3777781,5730181
CB4854,LKC34,1,2549941,5730181
CB4854,MY1,1,3777781,5730181
CB4854,PS2025,1,3414274,5730181
CX11262,CB4857,1,3130166,5730181
MY23,CB4857,1,2858470,5730181
JU830,CB4857,1,3130166,5730181
CB4857,DL226,1,3130166,5730181
CB4857,JU1088,1,2549941,5730181
CB4857,JU1400,1,3414274,5730181
CB4857,JU1530,1,3130166,5730181
CB4857,JU440,1,3130166,5730181
CB4857,LKC34,1,1431771,5730181
CB4857,MY1,1,2549941,5730181
CB4857,PS2025,1,3130166,5730181
JU830,CB4932,1,4210724,5730181
CB4932,DL226,1,3130166,5730181
CB4932,JU1088,1,4210724,5730181
CB4932,JU1400,1,4210724,5730181
CB4932,JU1530,1,3130166,5730181
CB4932,JU440,1,8174,5730181
CB4932,MY1,1,4210724,5730181
CX11262,CX11315,1,3414274,5730181
CX11262,CX11276,1,3130166,5730181
CX11262,CX11285,1,3130166,5730181
CX11262,ED3017,1,3414274,5730181
CX11262,ED3048,1,3130166,5730181
CX11262,ED3052,1,3130166,5730181
CX11262,ED3073,1,3414274,5730181
CX11262,EG4347,1,3414274,5730181
CX11262,EG4349,1,3414274,5730181
CX11262,JT11398,1,3130166,5730181
CX11262,JU310,1,3130166,5730181
CX11262,MY23,1,3130166,5730181
CX11262,JU1242,1,3130166,5730181
CX11262,JU1409,1,3130166,5730181
CX11262,JU1491,1,3777781,5730181
CX11262,JU1568,1,3130166,5730181
CX11262,JU311,1,3130166,5730181
CX11262,JU323,1,3130166,5730181
CX11262,JU346,1,4210724,5730181
CX11262,JU360,1,3777781,5730181
CX11262,JU363,1,3777781,5730181
CX11262,JU394,1,3130166,5730181
CX11262,JU792,1,3130166,5730181
CX11262,JU397,1,3414274,5730181
CX11262,JU561,1,3130166,5730181
CX11262,JU847,1,3130166,5730181
CX11262,LSJ1,1,3130166,5730181
CX11262,MY10,1,3777781,5730181
CX11262,PX179,1,3130166,5730181
CX11262,CX11264,1,3414274,5730181
CX11262,DL200,1,3130166,5730181
CX11262,DL226,1,3130166,5730181
CX11262,ED3046,1,3130166,5730181
CX11262,ED3049,1,3130166,5730181
CX11262,ED3077,1,3130166,5730181
CX11262,EG4724,1,3130166,5730181
CX11262,EG4725,1,4210724,5730181
CX11262,JU1088,1,3130166,5730181
CX11262,JU1200,1,3130166,5730181
CX11262,JU1246,1,3130166,5730181
CX11262,JU1395,1,3130166,5730181
CX11262,JU1400,1,3414274,5730181
CX11262,JU1440,1,3130166,5730181
CX11262,JU1530,1,3130166,5730181
CX11262,JU1580,1,4210724,5730181
CX11262,JU1586,1,3130166,5730181
CX11262,JU1652,1,3777781,5730181
CX11262,JU393,1,3414274,5730181
CX11262,JU406,1,3130166,5730181
CX11262,JU440,1,3130166,5730181
CX11262,JU751,1,3777781,5730181
CX11262,JU778,1,3130166,5730181
CX11262,JU782,1,3777781,5730181
CX11262,KR314,1,3130166,5730181
CX11262,LKC34,1,3130166,5730181
CX11262,MY1,1,3130166,5730181
CX11262,PB303,1,3414274,5730181
JU830,CX11264,1,3414274,5730181
CX11264,JU1088,1,3414274,5730181
CX11264,JU1400,1,3414274,5730181
CX11264,LKC34,1,3414274,5730181
CX11264,MY1,1,3414274,5730181
CX11264,PS2025,1,3414274,5730181
CX11276,MY23,1,3130166,5730181
CX11276,JU830,1,3130166,5730181
CX11276,DL226,1,3130166,5730181
CX11276,JU1088,1,3130166,5730181
CX11276,JU1400,1,3414274,5730181
CX11276,JU1530,1,3130166,5730181
CX11276,JU440,1,3130166,5730181
CX11276,MY1,1,3130166,5730181
CX11276,PS2025,1,3130166,5730181
CX11285,MY23,1,2858470,5730181
CX11285,JU830,1,3130166,5730181
CX11285,DL226,1,3130166,5730181
CX11285,JU1088,1,2549941,5730181
CX11285,JU1400,1,3414274,5730181
CX11285,JU1530,1,3130166,5730181
CX11285,JU440,1,3130166,5730181
CX11285,LKC34,1,2237630,5730181
CX11285,MY1,1,2549941,5730181
CX11285,PS2025,1,3130166,5730181
CX11315,MY23,1,3414274,5730181
CX11315,JU830,1,3414274,5730181
CX11315,DL226,1,3414274,5730181
CX11315,JU1088,1,3414274,5730181
CX11315,JU1400,1,3414274,5730181
CX11315,JU1530,1,3414274,5730181
CX11315,JU440,1,3414274,5730181
CX11315,MY1,1,3414274,5730181
CX11315,PS2025,1,3414274,5730181
JU830,DL200,1,3130166,5730181
DL200,JU1088,1,3130166,5730181
DL200,JU1400,1,3414274,5730181
DL200,LKC34,1,3130166,5730181
DL200,MY1,1,3130166,5730181
DL200,PS2025,1,3130166,5730181
EG4347,DL226,1,3130166,5730181
JU1213,DL226,1,3130166,5730181
JU311,DL226,1,3130166,5730181
JU360,DL226,1,3777781,5730181
JU367,DL226,1,3130166,5730181
JU363,DL226,1,3777781,5730181
JU397,DL226,1,3130166,5730181
JU830,DL226,1,3130166,5730181
PX179,DL226,1,3130166,5730181
DL226,ED3046,1,3130166,5730181
DL226,ED3049,1,3130166,5730181
DL226,JU1088,1,3130166,5730181
DL226,JU1400,1,3414274,5730181
DL226,JU1530,1,3130166,5730181
DL226,JU1586,1,3130166,5730181
DL226,JU1652,1,3777781,5730181
DL226,JU406,1,3130166,5730181
DL226,JU440,1,3130166,5730181
DL226,KR314,1,3130166,5730181
DL226,LKC34,1,3130166,5730181
DL226,MY1,1,3130166,5730181
DL226,PS2025,1,3130166,5730181
ED3012,JU830,1,4210724,5730181
ED3012,JU1088,1,4210724,5730181
ED3012,JU1400,1,4210724,5730181
ED3012,MY1,1,4210724,5730181
ED3017,JU1088,1,3414274,5730181
ED3017,JU1400,1,3414274,5730181
ED3017,LKC34,1,3414274,5730181
ED3017,MY1,1,3414274,5730181
ED3017,PS2025,1,3414274,5730181
JU830,ED3046,1,3130166,5730181
ED3046,JU1088,1,2858470,5730181
ED3046,JU1400,1,3414274,5730181
ED3046,JU1530,1,3130166,5730181
ED3046,JU440,1,3130166,5730181
ED3046,LKC34,1,2858470,5730181
ED3046,MY1,1,2858470,5730181
ED3046,PS2025,1,3130166,5730181
ED3048,LKC34,1,1667281,5730181
ED3048,PS2025,1,3130166,5730181
JU830,ED3049,1,3130166,5730181
ED3049,JU1088,1,2858470,5730181
ED3049,JU1400,1,3414274,5730181
ED3049,JU1530,1,3130166,5730181
ED3049,JU440,1,3130166,5730181
ED3049,LKC34,1,2858470,5730181
ED3049,MY1,1,2858470,5730181
ED3049,PS2025,1,3130166,5730181
ED3052,JU830,1,3130166,5730181
ED3052,JU1088,1,2549941,5730181
ED3052,JU1400,1,3414274,5730181
ED3052,LKC34,1,1667281,5730181
ED3052,MY1,1,2549941,5730181
ED3052,PS2025,1,3130166,5730181
ED3073,LKC34,1,3414274,5730181
ED3073,PS2025,1,3414274,5730181
JU830,ED3077,1,3130166,5730181
ED3077,JU1088,1,2549941,5730181
ED3077,JU1400,1,3414274,5730181
ED3077,LKC34,1,1431771,5730181
ED3077,MY1,1,2549941,5730181
ED3077,PS2025,1,3130166,5730181
EG4347,MY23,1,3414274,5730181
EG4347,JU830,1,4210724,5730181
EG4347,JU1088,1,4210724,5730181
EG4347,JU1400,1,4210724,5730181
EG4347,JU1530,1,3130166,5730181
EG4347,JU440,1,3130166,5730181
EG4347,LKC34,1,2237630,5730181
EG4347,MY1,1,4210724,5730181
EG4347,PS2025,1,3414274,5730181
EG4349,JU830,1,3414274,5730181
EG4349,JU1088,1,3414274,5730181
EG4349,JU1400,1,3414274,5730181
EG4349,LKC34,1,3414274,5730181
EG4349,MY1,1,3414274,5730181
EG4349,PS2025,1,3414274,5730181
JU830,EG4724,1,3130166,5730181
EG4724,JU1088,1,3130166,5730181
EG4724,JU1400,1,3414274,5730181
EG4724,LKC34,1,3130166,5730181
EG4724,MY1,1,3130166,5730181
EG4724,PS2025,1,3130166,5730181
JU346,EG4725,1,4210724,5730181
EG4725,JU1088,1,4210724,5730181
EG4725,JU1400,1,4210724,5730181
EG4725,MY1,1,4210724,5730181
EG4725,PS2025,1,4210724,5730181
JT11398,JU830,1,3130166,5730181
JT11398,JU1088,1,3130166,5730181
JT11398,JU1400,1,3414274,5730181
JT11398,LKC34,1,3130166,5730181
JT11398,MY1,1,3130166,5730181
JT11398,PS2025,1,3130166,5730181
MY23,JU1088,1,2858470,5730181
JU1213,JU1088,1,4210724,5730181
JU1242,JU1088,1,3130166,5730181
JU1409,JU1088,1,3130166,5730181
JU1568,JU1088,1,4210724,5730181
JU311,JU1088,1,4210724,5730181
JU323,JU1088,1,2549941,5730181
JU360,JU1088,1,3777781,5730181
JU367,JU1088,1,4210724,5730181
JU363,JU1088,1,3777781,5730181
JU394,JU1088,1,4210724,5730181
JU792,JU1088,1,3130166,5730181
JU397,JU1088,1,3777781,5730181
JU561,JU1088,1,2858470,5730181
JU830,JU1088,1,3777781,5730181
JU847,JU1088,1,3777781,5730181
LSJ1,JU1088,1,4210724,5730181
PX179,JU1088,1,4210724,5730181
JU1088,JU1200,1,4210724,5730181
JU1088,JU1246,1,4210724,5730181
JU1088,JU1440,1,3130166,5730181
JU1088,JU1530,1,3130166,5730181
JU1088,JU1580,1,4210724,5730181
JU1088,JU1586,1,4210724,5730181
JU1088,JU1652,1,4210724,5730181
JU1088,JU393,1,3777781,5730181
JU1088,JU406,1,4210724,5730181
JU1088,JU440,1,4210724,5730181
JU1088,JU751,1,3777781,5730181
JU1088,JU778,1,3130166,5730181
JU1088,JU782,1,3777781,5730181
JU1088,KR314,1,2549941,5730181
JU1088,MY1,1,1431771,5730181
JU1088,PB303,1,3414274,5730181
JU1088,PB306,1,3777781,5730181
JU1088,PS2025,1,3130166,5730181
JU830,JU1200,1,4210724,5730181
JU1200,JU1400,1,4210724,5730181
JU1200,LKC34,1,3130166,5730181
JU1200,MY1,1,4210724,5730181
JU1200,PS2025,1,3130166,5730181
JU1213,JU830,1,4210724,5730181
JU1213,JU1400,1,4210724,5730181
JU1213,JU1530,1,3130166,5730181
JU1213,JU440,1,3130166,5730181
JU1213,MY1,1,4210724,5730181
JU1242,JU830,1,3130166,5730181
JU1242,JU1400,1,3414274,5730181
JU1242,LKC34,1,3130166,5730181
JU1242,MY1,1,3130166,5730181
JU1242,PS2025,1,3130166,5730181
JU830,JU1246,1,4210724,5730181
JU1246,JU1400,1,4210724,5730181
JU1246,LKC34,1,3130166,5730181
JU1246,MY1,1,4210724,5730181
JU1246,PS2025,1,3130166,5730181
JU1395,LKC34,1,2858470,5730181
JU1395,PS2025,1,3130166,5730181
MY23,JU1400,1,3414274,5730181
JU1409,JU1400,1,3414274,5730181
JU1568,JU1400,1,4210724,5730181
JU311,JU1400,1,4210724,5730181
JU323,JU1400,1,3414274,5730181
JU360,JU1400,1,3777781,5730181
JU367,JU1400,1,4210724,5730181
JU363,JU1400,1,3777781,5730181
JU394,JU1400,1,4210724,5730181
JU792,JU1400,1,3414274,5730181
JU397,JU1400,1,3777781,5730181
JU561,JU1400,1,3414274,5730181
JU830,JU1400,1,3777781,5730181
JU847,JU1400,1,3777781,5730181
LSJ1,JU1400,1,4210724,5730181
PX179,JU1400,1,4210724,5730181
JU1400,JU1440,1,3414274,5730181
JU1400,JU1530,1,3414274,5730181
JU1400,JU1580,1,4210724,5730181
JU1400,JU1586,1,4210724,5730181
JU1400,JU1652,1,4210724,5730181
JU1400,JU393,1,3777781,5730181
JU1400,JU406,1,4210724,5730181
JU1400,JU440,1,4210724,5730181
JU1400,JU751,1,3777781,5730181
JU1400,JU778,1,3414274,5730181
JU1400,JU782,1,3777781,5730181
JU1400,KR314,1,3414274,5730181
JU1400,MY1,1,3414274,5730181
JU1400,PB303,1,3414274,5730181
JU1400,PB306,1,3777781,5730181
JU1400,PS2025,1,3414274,5730181
JU1409,JU830,1,3130166,5730181
JU1409,LKC34,1,3130166,5730181
JU1409,MY1,1,3130166,5730181
JU1409,PS2025,1,3130166,5730181
JU830,JU1440,1,3130166,5730181
JU1440,MY1,1,3130166,5730181
JU1440,PS2025,1,3130166,5730181
JU1491,PS2025,1,3777781,5730181
MY23,JU1530,1,3130166,5730181
JU311,JU1530,1,3130166,5730181
JU360,JU1530,1,3777781,5730181
JU367,JU1530,1,3130166,5730181
JU363,JU1530,1,3777781,5730181
JU397,JU1530,1,3130166,5730181
JU830,JU1530,1,1993056,5730181
PX179,JU1530,1,3130166,5730181
JU1530,JU1586,1,3130166,5730181
JU1530,JU1652,1,3777781,5730181
JU1530,JU406,1,3130166,5730181
JU1530,JU440,1,3130166,5730181
JU1530,KR314,1,3130166,5730181
JU1530,LKC34,1,3130166,5730181
JU1530,MY1,1,3130166,5730181
JU1530,PB306,1,3777781,5730181
JU1530,PS2025,1,3130166,5730181
JU1568,JU830,1,4210724,5730181
JU1568,LKC34,1,3130166,5730181
JU1568,MY1,1,4210724,5730181
JU1568,PS2025,1,3130166,5730181
JU1580,MY1,1,4210724,5730181
JU1580,PS2025,1,4210724,5730181
MY23,JU1586,1,3130166,5730181
JU830,JU1586,1,4210724,5730181
JU1586,JU440,1,8174,5730181
JU1586,LKC34,1,3130166,5730181
JU1586,MY1,1,4210724,5730181
JU1586,PS2025,1,3130166,5730181
MY23,JU1652,1,3777781,5730181
JU830,JU1652,1,4210724,5730181
JU1652,JU440,1,3777781,5730181
JU1652,LKC34,1,3777781,5730181
JU1652,MY1,1,4210724,5730181
JU1652,PS2025,1,3777781,5730181
JU310,LKC34,1,3130166,5730181
JU310,PS2025,1,3130166,5730181
MY23,JU311,1,3130166,5730181
JU311,JU830,1,4210724,5730181
JU311,JU440,1,2858470,5730181
JU311,LKC34,1,3130166,5730181
JU311,MY1,1,4210724,5730181
JU311,PS2025,1,3130166,5730181
JU323,JU830,1,3130166,5730181
JU323,MY1,1,2549941,5730181
JU323,PS2025,1,3130166,5730181
MY23,JU346,1,4210724,5730181
JU346,JU830,1,3777781,5730181
JU346,MY1,1,2549941,5730181
JU346,PB306,1,4210724,5730181
JU346,PS2025,1,4210724,5730181
MY23,JU360,1,3777781,5730181
JU360,JU830,1,3777781,5730181
JU360,JU440,1,3777781,5730181
JU360,LKC34,1,3777781,5730181
JU360,MY1,1,3777781,5730181
JU360,PS2025,1,3777781,5730181
MY23,JU363,1,3777781,5730181
JU363,JU830,1,3777781,5730181
JU363,JU440,1,3777781,5730181
JU363,LKC34,1,3777781,5730181
JU363,MY1,1,3777781,5730181
JU363,PS2025,1,3777781,5730181
JU367,JU830,1,4210724,5730181
JU367,JU440,1,2237630,5730181
JU367,MY1,1,4210724,5730181
JU830,JU393,1,3777781,5730181
JU393,LKC34,1,3414274,5730181
JU393,MY1,1,3777781,5730181
JU393,PS2025,1,3414274,5730181
JU394,JU830,1,4210724,5730181
JU394,LKC34,1,3130166,5730181
JU394,MY1,1,4210724,5730181
JU394,PS2025,1,3130166,5730181
MY23,JU397,1,3414274,5730181
JU397,JU830,1,3777781,5730181
JU397,JU440,1,3130166,5730181
JU397,LKC34,1,3130166,5730181
JU397,MY1,1,3777781,5730181
JU397,PS2025,1,3414274,5730181
MY23,JU406,1,3130166,5730181
JU830,JU406,1,4210724,5730181
JU406,JU440,1,2858470,5730181
JU406,LKC34,1,3130166,5730181
JU406,MY1,1,4210724,5730181
JU406,PS2025,1,3130166,5730181
MY23,JU440,1,3130166,5730181
JU830,JU440,1,4210724,5730181
PX179,JU440,1,3130166,5730181
JU440,KR314,1,3130166,5730181
JU440,LKC34,1,3130166,5730181
JU440,MY1,1,4210724,5730181
JU440,PB306,1,3777781,5730181
JU440,PS2025,1,3130166,5730181
JU561,JU830,1,3130166,5730181
JU561,LKC34,1,2858470,5730181
JU561,MY1,1,2858470,5730181
JU561,PS2025,1,3130166,5730181
JU751,MY1,1,3777781,5730181
JU751,PS2025,1,3777781,5730181
JU830,JU778,1,3130166,5730181
JU778,LKC34,1,3130166,5730181
JU778,MY1,1,3130166,5730181
JU778,PS2025,1,3130166,5730181
JU782,MY1,1,3777781,5730181
JU782,PS2025,1,3777781,5730181
JU792,JU830,1,3130166,5730181
JU792,LKC34,1,3130166,5730181
JU792,MY1,1,3130166,5730181
JU792,PS2025,1,3130166,5730181
JU830,JU847,1,3777781,5730181
JU830,LSJ1,1,4210724,5730181
JU830,PX179,1,4210724,5730181
JU830,KR314,1,3130166,5730181
JU847,LKC34,1,2858470,5730181
JU847,MY1,1,3777781,5730181
JU847,PS2025,1,3130166,5730181
MY23,KR314,1,2858470,5730181
KR314,LKC34,1,2549941,5730181
KR314,MY1,1,2549941,5730181
KR314,PS2025,1,3130166,5730181
MY23,LKC34,1,2858470,5730181
LSJ1,LKC34,1,3130166,5730181
PX179,LKC34,1,1993056,5730181
LKC34,PB303,1,3414274,5730181
LKC34,PB306,1,3777781,5730181
LKC34,PS2025,1,3130166,5730181
LSJ1,MY1,1,4210724,5730181
LSJ1,PS2025,1,3130166,5730181
MY23,MY1,1,2858470,5730181
PX179,MY1,1,4210724,5730181
MY1,PB303,1,3414274,5730181
MY1,PB306,1,3777781,5730181
MY1,PS2025,1,3130166,5730181
MY10,PS2025,1,3777781,5730181
MY23,PX179,1,2858470,5730181
MY23,PS2025,1,3130166,5730181
PB303,PS2025,1,3414274,5730181
PX179,PS2025,1,3130166,5730181
JU1581,ED3040,1,4210724,6155983
CB4851,MY23,1,3130166,6717695
CB4851,JU367,1,2237630,6717695
JU367,ED3046,1,3130166,6717695
JU367,ED3049,1,3130166,6717695
MY23,EG4725,1,4210724,6717695
JT11398,MY23,1,3130166,6717695
JT11398,JU367,1,3130166,6717695
JU367,JU1586,1,2237630,6717695
JU367,JU1652,1,4210724,6717695
JU367,LSJ1,1,2237630,6717695
JU367,JU778,1,3130166,6717695
JU367,PB306,1,3777781,6717695
MY23,JU778,1,3130166,6717695
MY23,LSJ1,1,3130166,6717695
MY23,PB306,1,3777781,6717695
JT11398,AB1,1,3130166,7363359
JU1409,AB1,1,3130166,7363359
JU311,AB1,1,3130166,7363359
JU360,AB1,1,3777781,7363359
JU367,AB1,1,3130166,7363359
JU363,AB1,1,3777781,7363359
AB1,EG4725,1,4210724,7363359
AB1,JU1246,1,3130166,7363359
AB1,JU751,1,3777781,7363359
AB1,MY16,1,4683401,7363359
JU1409,AB4,1,4683401,7363359
JU360,AB4,1,4683401,7363359
JU363,AB4,1,4683401,7363359
AB4,EG4725,1,4683401,7363359
AB4,JU1246,1,4683401,7363359
AB4,JU440,1,4683401,7363359
AB4,JU751,1,4683401,7363359
CB4851,JT11398,1,3130166,7363359
CB4851,JU1409,1,3130166,7363359
CB4851,JU360,1,3777781,7363359
CB4851,JU363,1,3777781,7363359
CB4851,EG4725,1,4210724,7363359
CB4851,JU1246,1,1431771,7363359
CB4851,JU440,1,8174,7363359
CB4851,JU751,1,3777781,7363359
CB4851,MY16,1,4683401,7363359
CB4852,JT11398,1,3130166,7363359
CB4852,JU1409,1,3130166,7363359
CB4852,JU311,1,3130166,7363359
CB4852,JU360,1,3777781,7363359
CB4852,JU367,1,3130166,7363359
CB4852,JU363,1,3777781,7363359
CB4852,EG4725,1,5257293,7363359
CB4852,JU1246,1,3130166,7363359
CB4852,JU440,1,3130166,7363359
CB4852,MY16,1,4683401,7363359
CB4853,JU1409,1,4683401,7363359
CB4853,JU360,1,4683401,7363359
CB4853,JU363,1,4683401,7363359
CB4853,EG4725,1,4683401,7363359
CB4853,JU1246,1,4683401,7363359
CB4853,JU440,1,4683401,7363359
CB4853,JU751,1,4683401,7363359
JT11398,CB4854,1,3130166,7363359
JU1409,CB4854,1,3130166,7363359
JU360,CB4854,1,3777781,7363359
JU363,CB4854,1,3777781,7363359
CB4854,EG4725,1,4210724,7363359
CB4854,JU1246,1,3130166,7363359
CB4854,JU440,1,3130166,7363359
CB4854,JU751,1,3777781,7363359
CB4854,MY16,1,4683401,7363359
JU1409,CB4857,1,3130166,7363359
JU360,CB4857,1,3777781,7363359
JU363,CB4857,1,3777781,7363359
CB4857,EG4725,1,4210724,7363359
CB4857,JU1246,1,3130166,7363359
CB4857,JU751,1,3777781,7363359
CB4858,JU1409,1,4683401,7363359
CB4858,JU360,1,4683401,7363359
CB4858,JU363,1,4683401,7363359
CB4858,EG4725,1,4683401,7363359
CB4858,JU1246,1,4683401,7363359
CB4858,JU440,1,4683401,7363359
CB4858,JU751,1,4683401,7363359
JT11398,CB4932,1,3130166,7363359
JU1409,CB4932,1,3130166,7363359
JU360,CB4932,1,3777781,7363359
JU363,CB4932,1,3777781,7363359
CB4932,JU1246,1,1431771,7363359
CB4932,MY16,1,4683401,7363359
JU1409,CX11264,1,3414274,7363359
JU360,CX11264,1,3777781,7363359
JU363,CX11264,1,3777781,7363359
CX11264,EG4725,1,4210724,7363359
CX11264,JU1246,1,3414274,7363359
CX11264,JU440,1,3414274,7363359
CX11264,JU751,1,3777781,7363359
CX11271,JU1409,1,4683401,7363359
CX11271,JU360,1,4683401,7363359
CX11271,JU363,1,4683401,7363359
CX11271,EG4725,1,4683401,7363359
CX11271,JU1246,1,4683401,7363359
CX11271,JU440,1,4683401,7363359
CX11271,JU751,1,4683401,7363359
CX11276,JU1409,1,3130166,7363359
CX11276,JU360,1,3777781,7363359
CX11276,JU363,1,3777781,7363359
CX11276,JU1246,1,3130166,7363359
CX11285,JU1409,1,3130166,7363359
CX11285,JU360,1,3777781,7363359
CX11285,JU363,1,3777781,7363359
CX11285,EG4725,1,4210724,7363359
CX11285,JU1246,1,3130166,7363359
CX11285,JU751,1,3777781,7363359
CX11292,JU1409,1,4683401,7363359
CX11292,JU360,1,4683401,7363359
CX11292,JU363,1,4683401,7363359
CX11292,EG4725,1,4683401,7363359
CX11292,JU1246,1,4683401,7363359
CX11292,JU440,1,4683401,7363359
CX11292,JU751,1,4683401,7363359
JU1409,CX11307,1,4683401,7363359
JU360,CX11307,1,4683401,7363359
JU363,CX11307,1,4683401,7363359
CX11307,EG4725,1,4683401,7363359
CX11307,JU1246,1,4683401,7363359
CX11307,JU440,1,4683401,7363359
CX11307,JU751,1,4683401,7363359
JU1409,CX11314,1,4683401,7363359
JU360,CX11314,1,4683401,7363359
JU363,CX11314,1,4683401,7363359
CX11314,EG4725,1,4683401,7363359
CX11314,JU1246,1,4683401,7363359
CX11314,JU440,1,4683401,7363359
CX11314,JU751,1,4683401,7363359
CX11315,JU1409,1,3414274,7363359
CX11315,JU360,1,3777781,7363359
CX11315,JU363,1,3777781,7363359
CX11315,JU1246,1,3414274,7363359
JU1409,DL200,1,3130166,7363359
JU360,DL200,1,3777781,7363359
JU363,DL200,1,3777781,7363359
DL200,EG4725,1,4210724,7363359
DL200,JU1246,1,3130166,7363359
DL200,JU440,1,3130166,7363359
DL200,JU751,1,3777781,7363359
JU1409,DL226,1,3130166,7363359
DL226,EG4725,1,4210724,7363359
DL226,MY16,1,4683401,7363359
ED3005,JT11398,1,4683401,7363359
ED3005,JU1409,1,4683401,7363359
ED3005,JU311,1,4683401,7363359
ED3005,JU360,1,4683401,7363359
ED3005,JU367,1,4683401,7363359
ED3005,JU363,1,4683401,7363359
ED3005,EG4725,1,4683401,7363359
ED3005,JU1246,1,4683401,7363359
ED3005,JU440,1,4683401,7363359
ED3005,JU751,1,4683401,7363359
JT11398,ED3011,1,4683401,7363359
JU1409,ED3011,1,4683401,7363359
JU311,ED3011,1,4683401,7363359
JU360,ED3011,1,4683401,7363359
JU367,ED3011,1,4683401,7363359
JU363,ED3011,1,4683401,7363359
ED3011,EG4725,1,4683401,7363359
ED3011,JU1246,1,4683401,7363359
ED3011,JU440,1,4683401,7363359
ED3011,JU751,1,4683401,7363359
ED3012,JT11398,1,3130166,7363359
ED3012,JU1409,1,3130166,7363359
ED3012,JU360,1,3777781,7363359
ED3012,JU363,1,3777781,7363359
ED3012,EG4725,1,4210724,7363359
ED3012,JU1246,1,1431771,7363359
ED3012,JU440,1,8174,7363359
ED3012,MY16,1,4683401,7363359
ED3017,JU1409,1,3414274,7363359
ED3017,JU360,1,3777781,7363359
ED3017,JU363,1,3777781,7363359
ED3017,EG4725,1,4210724,7363359
